id,name,team,position,minutes,goals_scored,assists,goals_conceded,clean_sheets,saves,penalties_saved,penalties_missed,yellow_cards,red_cards,own_goals,starts,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,total_points,season
97,Marcus Forss,Brentford,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
98,Dominic Thompson,Brentford,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
99,Mads Bidstrup,Brentford,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
100,Ellery Balcombe,Brentford,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
510,Aaron Hickey,Brentford,DEF,1918,0,3,30,5,0,0,0.0,7,0,0.0,23.0,2,310.0,0.38,0.58,0.96,28.13,223.6,119.8,98.0,44.2,63.0,2022-23
515,Keane Lewis-Potter,Brentford,MID,313,0,1,4,0,0,0,0.0,0,0,0.0,3.0,0,37.0,0.49,0.29,0.78,4.15,42.0,64.0,114.0,21.9,14.0,2022-23
517,Thomas Strakosha,Brentford,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
526,Ben Mee,Brentford,DEF,3269,3,2,40,12,0,0,0.0,2,0,0.0,37.0,11,643.0,3.19,0.74,3.93,46.31,761.4,92.0,307.0,116.3,143.0,2022-23
540,Fin Stevens,Brentford,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
541,Halil Dervişoğlu,Brentford,FWD,6,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,11.0,0.03,0.0,0.03,0.1,0.0,0.0,10.0,1.0,4.0,2022-23
580,Mikkel Damsgaard,Brentford,MID,970,0,0,14,3,0,0,0.0,4,0,0.0,9.0,0,131.0,2.31,1.32,3.63,14.89,137.4,161.0,146.0,44.5,33.0,2022-23
595,Mathias Jorgensen,Brentford,DEF,1097,0,1,15,4,0,0,0.0,2,0,1.0,11.0,4,191.0,1.33,0.15,1.48,19.73,189.8,18.2,45.0,25.6,45.0,2022-23
632,Ryan Trevitt,Brentford,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
633,Matthew Cox,Brentford,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
646,Tristan Crama,Brentford,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
650,Yegor Yarmolyuk,Brentford,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
688,Kevin Schade,Brentford,MID,723,0,1,7,3,0,0,0.0,2,0,0.0,7.0,0,76.0,2.07,0.67,2.74,7.18,72.2,110.4,205.0,38.7,29.0,2022-23
752,Michael Olakigbe,Brentford,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
101,Adam Lallana,Brighton,MID,717,2,1,10,5,0,0,0.0,0,0,0.0,12.0,4,146.0,0.88,1.22,2.1,10.59,144.2,186.7,152.0,48.5,47.0,2022-23
102,Jason Steele,Brighton,GKP,1350,0,1,23,6,37,1,0.0,1,0,1.0,15.0,8,332.0,0.0,0.15,0.15,23.46,347.6,13.0,0.0,36.1,65.0,2022-23
103,Danny Welbeck,Brighton,FWD,1844,6,5,28,6,0,0,0.0,0,0,0.0,21.0,5,296.0,8.59,1.65,10.24,26.45,378.2,390.6,782.0,155.4,91.0,2022-23
104,Pascal Groß,Brighton,MID,3240,9,8,51,11,0,0,0.0,7,0,1.0,37.0,14,748.0,5.19,8.93,14.12,48.43,888.4,1215.4,578.0,268.6,159.0,2022-23
106,Lewis Dunk,Brighton,DEF,3240,1,1,50,12,0,0,0.0,4,0,1.0,36.0,7,648.0,1.67,0.9,2.57,46.43,661.4,163.6,198.0,102.4,112.0,2022-23
107,Solly March,Brighton,MID,2719,6,10,40,10,0,0,0.0,2,0,0.0,31.0,16,559.0,7.01,5.9,12.91,37.58,791.8,965.8,955.0,271.4,147.0,2022-23
108,Adam Webster,Brighton,DEF,1983,0,0,27,9,0,0,0.0,2,0,1.0,23.0,3,405.0,1.72,0.45,2.17,25.8,354.0,104.0,126.0,58.4,75.0,2022-23
109,Joël Veltman,Brighton,DEF,2183,1,1,29,10,0,0,0.0,6,0,0.0,25.0,6,447.0,1.72,1.02,2.74,27.53,406.2,200.8,162.0,77.2,95.0,2022-23
113,Robert Sánchez,Brighton,GKP,2070,0,0,30,6,48,1,0.0,2,0,0.0,23.0,10,380.0,0.0,0.01,0.01,27.6,439.0,0.1,0.0,43.9,82.0,2022-23
114,Tariq Lamptey,Brighton,DEF,439,0,0,7,1,0,0,0.0,1,0,0.0,3.0,0,91.0,0.2,0.64,0.84,6.37,70.6,87.2,48.0,20.6,23.0,2022-23
115,Steven Alzate,Brighton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
116,Alexis Mac Allister,Brighton,MID,2882,10,2,45,10,0,0,0.0,8,0,1.0,31.0,18,567.0,12.05,4.27,16.32,40.48,741.0,729.6,706.0,217.8,140.0,2022-23
117,Jakub Moder,Brighton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
118,Enock Mwepu,Brighton,MID,209,0,1,4,0,0,0,0.0,0,0,0.0,2.0,0,29.0,0.22,0.24,0.46,2.77,48.8,39.0,34.0,12.2,11.0,2022-23
119,Jeremy Sarmiento Morante,Brighton,MID,168,0,2,2,1,0,0,0.0,1,0,0.0,1.0,0,40.0,0.33,0.27,0.6,2.76,46.6,38.2,50.0,12.9,16.0,2022-23
120,Moisés Caicedo Corozo,Brighton,MID,3138,1,1,47,10,0,0,0.0,10,0,0.0,34.0,0,503.0,1.67,2.51,4.18,45.9,582.2,668.6,210.0,146.3,79.0,2022-23
121,Taylor Richards,Brighton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
122,Haydon Roberts,Brighton,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
123,Deniz Undav,Brighton,FWD,614,5,2,9,2,0,0,0.0,2,0,1.0,6.0,4,173.0,4.89,1.25,6.14,9.03,157.6,105.7,333.0,59.5,52.0,2022-23
124,Kaoru Mitoma,Brighton,MID,2311,7,9,35,8,0,0,0.0,0,0,0.0,24.0,11,457.0,8.29,4.93,13.22,35.52,566.8,567.6,857.0,198.9,138.0,2022-23
125,Julio Enciso,Brighton,FWD,794,4,3,12,4,0,0,0.0,1,0,0.0,7.0,7,189.0,3.93,1.18,5.11,14.76,255.8,161.0,370.0,78.5,57.0,2022-23
126,Kacper Kozłowski,Brighton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
149,Billy Gilmour,Brighton,MID,502,0,1,8,2,0,0,0.0,1,0,0.0,7.0,0,105.0,0.5,0.8,1.3,9.35,67.6,56.5,33.0,15.8,21.0,2022-23
542,Kjell Scherpen,Brighton,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
543,Matt Clarke,Brighton,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
544,Jan Paul van Hecke,Brighton,DEF,291,0,0,7,0,0,0,0.0,2,0,0.0,3.0,0,54.0,0.55,0.04,0.59,6.72,62.8,5.5,10.0,7.9,6.0,2022-23
559,Levi Colwill,Brighton,DEF,1218,0,2,21,3,0,0,0.0,1,0,0.0,13.0,6,249.0,1.41,0.31,1.72,22.2,222.0,100.7,50.0,37.4,46.0,2022-23
586,Pervis Estupiñán,Brighton,DEF,2674,1,7,43,10,0,0,0.0,4,0,0.0,31.0,15,593.0,1.8,3.88,5.68,41.6,570.2,752.9,295.0,161.3,128.0,2022-23
596,Evan Ferguson,Brighton,FWD,942,6,2,12,6,0,0,0.0,1,0,0.0,10.0,8,213.0,5.44,0.54,5.98,13.45,284.2,129.1,350.0,76.5,65.0,2022-23
640,Ed Turns,Brighton,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
651,Andrew Moran,Brighton,MID,11,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,1.0,2022-23
652,James Furlong,Brighton,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
677,Jack Hinshelwood,Brighton,MID,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,1.0,2022-23
679,Facundo Buonanotte,Brighton,MID,558,1,1,12,1,0,0,0.0,2,0,0.0,6.0,2,72.0,1.3,0.39,1.69,11.93,87.8,96.1,102.0,27.8,26.0,2022-23
719,Yasin Ayari,Brighton,MID,65,0,0,2,0,0,0,0.0,0,0,0.0,1.0,0,14.0,0.02,0.3,0.32,1.45,5.4,25.3,3.0,3.3,3.0,2022-23
736,Odeluga Offiah,Brighton,DEF,23,0,0,3,0,0,0,0.0,0,0,0.0,0.0,0,10.0,0.0,0.02,0.02,1.77,6.2,1.5,0.0,0.8,1.0,2022-23
756,Tom McGill,Brighton,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
762,Cameron Peupion,Brighton,MID,5,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.06,0.0,0.06,0.95,0.0,0.3,5.0,0.5,1.0,2022-23
765,Imari Samuels,Brighton,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
48,Carney Chukwuemeka,Chelsea,MID,342,0,0,7,1,0,0,0.0,0,0,0.0,2.0,0,71.0,0.33,0.61,0.94,8.1,57.6,69.7,72.0,19.9,18.0,2022-23
112,Marc Cucurella Saseta,Chelsea,DEF,1669,0,2,20,6,0,0,0.0,4,0,0.0,21.0,1,363.0,0.38,0.96,1.34,26.03,354.4,232.5,72.0,65.9,65.0,2022-23
127,César Azpilicueta,Chelsea,DEF,1521,0,0,21,3,0,0,0.0,3,0,1.0,16.0,4,242.0,0.35,1.25,1.6,27.38,259.2,206.7,93.0,55.8,45.0,2022-23
128,Thiago Emiliano da Silva,Chelsea,DEF,2351,0,2,32,6,0,0,0.0,2,0,0.0,26.0,8,524.0,1.54,1.04,2.58,34.83,657.2,86.1,137.0,88.0,80.0,2022-23
129,Marcos Alonso,Chelsea,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
131,Ross Barkley,Chelsea,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
132,Mateo Kovacic,Chelsea,MID,1699,1,2,25,4,0,0,0.0,8,0,0.0,17.0,2,289.0,1.79,2.04,3.83,24.0,294.2,363.8,114.0,77.5,53.0,2022-23
133,Kepa Arrizabalaga,Chelsea,GKP,2565,0,0,33,9,91,0,0.0,1,0,0.0,29.0,15,575.0,0.0,0.0,0.0,38.34,706.2,0.1,0.0,70.6,118.0,2022-23
134,N'Golo Kanté,Chelsea,MID,517,0,1,7,2,0,0,0.0,1,0,0.0,6.0,1,120.0,0.32,0.82,1.13,5.23,107.0,186.9,58.0,35.2,18.0,2022-23
135,Hakim Ziyech,Chelsea,MID,649,0,3,7,2,0,0,0.0,1,0,0.0,6.0,0,129.0,0.65,1.51,2.16,8.8,155.4,230.9,113.0,49.0,33.0,2022-23
136,Ruben Loftus-Cheek,Chelsea,MID,1530,0,1,23,5,0,0,0.0,1,0,1.0,19.0,1,228.0,0.85,1.75,2.6,27.57,206.6,234.8,173.0,61.6,46.0,2022-23
137,Timo Werner,Chelsea,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
138,Robert Kenedy Nunes do Nascimento,Chelsea,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
139,Ben Chilwell,Chelsea,DEF,1402,2,3,19,4,0,0,0.0,3,0,0.0,15.0,4,302.0,1.57,2.49,4.06,18.25,283.4,382.6,178.0,84.2,70.0,2022-23
140,Christian Pulisic,Chelsea,MID,805,1,1,11,3,0,0,0.0,1,0,0.0,8.0,0,102.0,1.67,0.38,2.05,14.13,117.2,166.7,210.0,49.1,39.0,2022-23
141,Trevoh Chalobah,Chelsea,DEF,1601,0,0,24,5,0,0,0.0,4,0,1.0,18.0,1,318.0,0.82,0.32,1.14,30.99,283.6,93.5,108.0,48.7,49.0,2022-23
142,Mason Mount,Chelsea,MID,1644,3,4,21,8,0,0,0.0,4,0,0.0,20.0,8,277.0,1.97,2.81,4.78,23.53,331.4,463.1,376.0,117.2,82.0,2022-23
143,Malang Sarr,Chelsea,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
144,Callum Hudson-Odoi,Chelsea,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
145,Kai Havertz,Chelsea,FWD,2565,7,1,31,9,0,0,0.0,5,0,0.0,30.0,13,301.0,11.58,2.75,14.33,38.25,470.2,513.3,1012.0,199.3,102.0,2022-23
146,Reece James,Chelsea,DEF,1242,1,2,17,2,0,0,0.0,4,0,0.0,14.0,5,286.0,1.06,2.93,3.99,14.11,292.2,358.2,153.0,80.4,44.0,2022-23
147,Edouard Mendy,Chelsea,GKP,855,0,0,14,1,25,0,0.0,1,0,0.0,9.0,0,132.0,0.0,0.0,0.0,14.24,200.4,0.0,0.0,20.2,24.0,2022-23
148,Conor Gallagher,Chelsea,MID,1608,3,1,23,4,0,0,0.0,9,1,0.0,18.0,7,279.0,2.55,1.73,4.28,30.95,379.8,343.5,321.0,104.3,66.0,2022-23
150,Armando Broja,Chelsea,FWD,285,1,1,5,1,0,0,0.0,0,0,0.0,2.0,0,56.0,0.84,0.06,0.9,4.49,64.6,18.2,113.0,19.7,21.0,2022-23
151,Ethan Ampadu,Chelsea,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
272,Wesley Fofana,Chelsea,DEF,1362,1,0,24,2,0,0,0.0,4,0,0.0,14.0,4,244.0,0.74,0.29,1.03,22.96,289.2,59.0,86.0,43.8,37.0,2022-23
304,Raheem Sterling,Chelsea,MID,1886,6,4,27,5,0,0,0.0,4,0,0.0,23.0,9,274.0,6.21,3.22,9.43,27.83,388.2,479.8,603.0,146.8,101.0,2022-23
520,Kalidou Koulibaly,Chelsea,DEF,1798,2,1,22,6,0,0,0.0,5,1,0.0,20.0,8,408.0,0.88,0.43,1.31,22.43,497.4,104.1,141.0,74.5,74.0,2022-23
606,Harvey Vale,Chelsea,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
616,Denis Zakaria,Chelsea,MID,409,0,0,5,2,0,0,0.0,0,0,0.0,5.0,0,47.0,0.19,0.05,0.24,6.69,44.6,22.6,24.0,9.2,13.0,2022-23
617,Pierre-Emerick Aubameyang,Chelsea,FWD,546,1,0,8,1,0,0,0.0,1,0,0.0,5.0,3,61.0,1.53,0.18,1.71,8.66,55.0,59.4,177.0,28.5,25.0,2022-23
635,Marcus Bettinelli,Chelsea,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
653,Omari Hutchinson,Chelsea,MID,22,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,2.0,0.0,0.02,0.02,0.63,1.0,1.8,4.0,0.7,1.0,2022-23
661,Lewis Hall,Chelsea,MID,653,0,0,11,1,0,0,0.0,1,0,0.0,8.0,3,118.0,0.83,1.46,2.29,13.29,113.2,174.3,119.0,40.7,19.0,2022-23
673,Bashir Humphreys,Chelsea,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
684,David Datro Fofana,Chelsea,FWD,68,0,0,1,0,0,0,0.0,0,0,0.0,1.0,0,8.0,0.57,0.04,0.61,1.72,15.2,34.6,30.0,8.0,3.0,2022-23
689,Benoît Badiashile,Chelsea,DEF,904,1,0,9,4,0,0,0.0,2,0,0.0,10.0,2,209.0,1.26,0.2,1.46,12.31,219.8,49.1,81.0,35.1,40.0,2022-23
690,João Félix Sequeira,Chelsea,FWD,936,4,0,16,2,0,0,0.0,1,1,0.0,11.0,7,126.0,4.62,0.99,5.6,14.18,203.6,135.2,287.0,61.9,44.0,2022-23
699,Mykhailo Mudryk,Chelsea,MID,650,0,2,10,0,0,0,0.0,1,0,0.0,7.0,0,73.0,1.82,1.26,3.08,10.88,100.8,146.4,140.0,38.2,25.0,2022-23
702,Andrey Nascimento dos Santos,Chelsea,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
708,Noni Madueke,Chelsea,MID,639,1,0,13,0,0,0,0.0,0,0,0.0,7.0,2,105.0,0.9,0.72,1.62,13.11,130.8,131.9,182.0,44.6,26.0,2022-23
724,Enzo Fernández,Chelsea,MID,1547,0,2,25,3,0,0,0.0,3,0,0.0,18.0,1,265.0,0.78,2.64,3.42,24.91,298.2,307.3,64.0,67.1,42.0,2022-23
771,Ethan Wady,Chelsea,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
775,Alfie Gilchrist,Chelsea,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
18,Albert Sambi Lokonga,Crystal Palace,MID,728,0,0,8,2,0,0,0.0,2,0,0.0,8.0,0,129.0,0.17,0.18,0.35,8.12,98.4,57.2,20.0,17.6,23.0,2022-23
152,Vicente Guaita,Crystal Palace,GKP,2430,0,0,34,6,85,0,0.0,1,0,0.0,27.0,10,484.0,0.0,0.01,0.01,38.2,668.4,0.0,0.0,66.8,99.0,2022-23
153,James Tomkins,Crystal Palace,DEF,335,1,0,10,0,0,0,0.0,1,1,0.0,3.0,1,50.0,0.81,0.0,0.81,9.99,90.0,1.1,54.0,14.6,8.0,2022-23
154,James McArthur,Crystal Palace,MID,50,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,13.0,0.0,0.0,0.0,0.41,6.8,1.7,0.0,0.9,4.0,2022-23
155,Christian Benteke,Crystal Palace,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
156,Joel Ward,Crystal Palace,DEF,2253,1,0,35,8,0,0,0.0,6,0,0.0,24.0,5,403.0,1.12,0.83,1.95,32.15,436.2,164.3,114.0,71.6,78.0,2022-23
157,Nathaniel Clyne,Crystal Palace,DEF,1638,0,0,23,3,0,0,0.0,3,0,0.0,19.0,0,246.0,0.0,0.6,0.6,26.26,203.6,124.9,8.0,33.6,44.0,2022-23
158,Luka Milivojevic,Crystal Palace,MID,500,0,0,7,2,0,0,0.0,2,0,0.0,5.0,0,80.0,0.34,0.2,0.54,7.8,69.2,43.6,17.0,12.7,23.0,2022-23
159,Jordan Ayew,Crystal Palace,MID,2708,4,3,41,8,0,0,0.0,5,0,0.0,31.0,4,332.0,3.13,2.52,5.65,41.13,490.8,465.5,429.0,138.7,104.0,2022-23
160,Wilfried Zaha,Crystal Palace,MID,2289,7,2,34,5,0,0,2.0,5,0,0.0,27.0,6,216.0,6.32,2.95,9.27,33.24,465.4,384.8,848.0,169.4,95.0,2022-23
161,Jeffrey Schlupp,Crystal Palace,MID,2528,3,2,38,9,0,0,0.0,7,0,0.0,30.0,2,324.0,2.97,1.11,4.08,37.03,404.6,257.6,314.0,97.9,89.0,2022-23
163,Will Hughes,Crystal Palace,MID,822,1,1,11,1,0,0,0.0,4,0,0.0,7.0,3,152.0,0.34,0.63,0.97,13.05,153.2,102.1,57.0,31.0,41.0,2022-23
164,Jairo Riedewald,Crystal Palace,MID,60,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,19.0,0.04,0.01,0.05,0.93,9.8,2.6,4.0,1.5,6.0,2022-23
165,Joachim Andersen,Crystal Palace,DEF,2782,1,0,37,8,0,0,0.0,8,0,2.0,32.0,1,483.0,1.87,1.04,2.91,36.23,641.8,146.3,273.0,106.4,80.0,2022-23
166,Odsonne Edouard,Crystal Palace,FWD,1788,5,2,25,5,0,0,0.0,3,0,0.0,20.0,5,225.0,4.14,0.8,4.94,24.19,351.6,227.7,544.0,111.5,82.0,2022-23
167,Marc Guéhi,Crystal Palace,DEF,3330,1,0,46,9,0,0,0.0,8,0,1.0,37.0,2,623.0,1.46,0.82,2.28,46.47,688.2,142.7,205.0,103.9,95.0,2022-23
168,Jean-Philippe Mateta,Crystal Palace,FWD,748,2,0,10,3,0,0,0.0,3,0,0.0,6.0,3,96.0,3.44,0.16,3.6,13.49,115.8,67.1,240.0,41.0,41.0,2022-23
169,Eberechi Eze,Crystal Palace,MID,2631,10,5,35,9,0,0,0.0,3,0,0.0,30.0,21,580.0,7.25,2.92,10.17,32.64,692.8,800.4,597.0,208.9,159.0,2022-23
170,Tyrick Mitchell,Crystal Palace,DEF,2889,0,2,40,8,0,0,0.0,5,1,0.0,34.0,7,476.0,0.62,1.25,1.87,42.9,470.4,234.0,135.0,84.3,93.0,2022-23
171,Michael Olise,Crystal Palace,MID,2743,2,11,38,8,0,0,0.0,2,0,0.0,31.0,15,517.0,2.87,6.42,9.29,37.03,606.6,1014.6,462.0,208.8,132.0,2022-23
172,Jesurun Rak-Sakyi,Crystal Palace,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
173,Malcolm Ebiowei,Crystal Palace,MID,31,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,9.0,0.0,0.01,0.01,0.18,3.4,0.9,4.0,0.9,3.0,2022-23
174,Nathan Ferguson,Crystal Palace,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
175,Sam Johnstone,Crystal Palace,GKP,810,0,0,10,3,26,0,0.0,1,0,0.0,9.0,5,159.0,0.0,0.0,0.0,8.81,155.0,0.0,0.0,15.6,36.0,2022-23
495,Remi Matthews,Crystal Palace,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
496,Luke Plange,Crystal Palace,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
514,Cheick Doucouré,Crystal Palace,MID,2770,0,3,41,7,0,0,0.0,8,1,0.0,34.0,3,411.0,1.45,1.22,2.67,40.18,471.4,345.8,157.0,97.6,74.0,2022-23
530,Chris Richards,Crystal Palace,DEF,443,0,0,11,1,0,0,0.0,0,0,0.0,4.0,0,83.0,0.71,0.05,0.76,11.19,92.4,15.3,26.0,13.2,13.0,2022-23
590,Joseph Whitworth,Crystal Palace,GKP,180,0,0,5,0,5,0,0.0,0,0,0.0,2.0,0,28.0,0.0,0.0,0.0,2.07,41.8,0.0,0.0,4.2,3.0,2022-23
601,Kaden Rodney,Crystal Palace,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
604,Killian Phillips,Crystal Palace,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
634,John-Kymani Gordon,Crystal Palace,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
642,Kofi Balmer,Crystal Palace,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
644,Owen Goodman,Crystal Palace,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
654,Jack Wells-Morrison,Crystal Palace,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
676,David Ozoh,Crystal Palace,MID,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,1.0,2022-23
725,Naouirou Ahamada,Crystal Palace,MID,87,0,0,2,0,0,0,0.0,1,0,0.0,0.0,0,20.0,0.15,0.02,0.17,1.83,7.4,13.2,14.0,3.0,7.0,2022-23
766,Tayo Adaramola,Crystal Palace,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
110,Neal Maupay,Everton,FWD,1104,1,0,19,3,0,0,0.0,4,0,0.0,11.0,3,86.0,4.91,0.24,5.15,22.04,85.8,109.9,429.0,62.2,41.0,2022-23
