id,name,team,position,minutes,goals_scored,assists,goals_conceded,clean_sheets,saves,penalties_saved,penalties_missed,yellow_cards,red_cards,own_goals,starts,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,total_points,season
248,Dele Alli,Everton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
249,Abdoulaye Doucouré,Everton,MID,1442,6,2,20,5,0,0,0.0,4,0,0.0,17.0,7,244.0,5.62,0.96,6.58,22.23,339.0,293.6,447.0,108.3,76.0,2023-24
250,James Garner,Everton,MID,1426,1,1,21,5,0,0,0.0,3,0,0.0,16.0,2,215.0,1.71,2.2,3.91,20.61,273.2,332.1,134.0,73.9,45.0,2023-24
251,Jean-Philippe Gbamin,Everton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
252,Ben Godfrey,Everton,DEF,91,0,0,0,1,0,0,0.0,0,0,0.0,1.0,0,24.0,0.0,0.0,0.0,1.14,9.6,0.8,0.0,1.0,7.0,2023-24
253,Demarai Gray,Everton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
254,Idrissa Gueye,Everton,MID,1013,1,0,17,2,0,0,0.0,6,0,0.0,13.0,2,145.0,0.92,0.54,1.46,15.9,158.6,139.3,84.0,38.2,26.0,2023-24
255,Mason Holgate,Everton,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
257,Michael Keane,Everton,DEF,316,1,0,7,1,0,0,0.0,1,0,0.0,3.0,2,56.0,0.51,0.06,0.57,7.37,94.4,3.3,83.0,18.1,16.0,2023-24
259,Dwight McNeil,Everton,MID,1202,2,3,11,6,0,0,0.0,0,0,0.0,14.0,3,200.0,1.66,3.28,4.94,14.65,296.2,387.2,226.0,91.0,56.0,2023-24
260,Vitalii Mykolenko,Everton,DEF,1167,2,1,13,5,0,0,0.0,1,0,0.0,13.0,7,238.0,1.3,0.46,1.76,15.48,301.8,95.0,161.0,55.7,63.0,2023-24
261,Amadou Onana,Everton,MID,1133,1,0,16,3,0,0,0.0,2,0,0.0,13.0,3,166.0,1.49,0.97,2.46,16.56,161.2,153.1,169.0,48.5,35.0,2023-24
262,Nathan Patterson,Everton,DEF,793,0,2,13,2,0,0,0.0,2,0,0.0,7.0,3,164.0,0.34,0.98,1.32,14.34,179.8,114.9,24.0,32.0,33.0,2023-24
263,Jordan Pickford,Everton,GKP,1620,0,0,22,6,46,0,0.0,2,0,1.0,18.0,6,314.0,0.0,0.21,0.21,23.86,361.6,40.2,0.0,40.1,64.0,2023-24
264,Ellis Simms,Everton,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
265,James Tarkowski,Everton,DEF,1620,1,1,22,6,0,0,0.0,2,0,0.0,18.0,6,319.0,1.03,1.1,2.13,23.49,418.0,126.7,164.0,71.1,65.0,2023-24
266,João Neves Virgínia,Everton,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
579,Andy Lonergan,Everton,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
588,Ashley Young,Everton,DEF,1209,0,0,19,3,0,0,0.0,4,1,1.0,15.0,2,177.0,0.33,1.1,1.43,21.09,147.6,238.6,28.0,41.6,26.0,2023-24
601,Arnaut Danjuma Groeneveld,Everton,MID,410,1,0,9,0,0,0,0.0,0,0,0.0,3.0,0,36.0,2.31,0.19,2.5,7.24,68.8,63.1,239.0,37.2,18.0,2023-24
624,Lewis Dobbin,Everton,MID,167,1,0,2,1,0,0,0.0,0,0,0.0,1.0,0,37.0,0.24,0.01,0.25,2.03,55.6,13.5,43.0,11.1,13.0,2023-24
645,Youssef Ramalho Chermiti,Everton,FWD,46,0,0,2,0,0,0,0.0,1,0,0.0,0.0,0,13.0,0.29,0.03,0.32,1.47,0.0,13.5,17.0,2.7,6.0,2023-24
649,Thomas Cannon,Everton,FWD,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,1.0,2023-24
650,Tyler Onyango,Everton,MID,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-24
661,Jack Harrison,Everton,MID,947,1,3,8,6,0,0,0.0,0,0,0.0,11.0,3,133.0,1.4,1.31,2.71,11.81,189.8,203.2,150.0,54.3,45.0,2023-24
691,Norberto Bercique Gomes Betuncal,Everton,FWD,425,1,0,5,2,0,0,0.0,1,0,0.0,4.0,0,44.0,2.34,0.11,2.45,5.48,63.8,76.2,170.0,30.2,20.0,2023-24
719,Mackenzie Hunt,Everton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
760,Jenson Metcalfe,Everton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
761,Elijah Campbell,Everton,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
256,Alex Iwobi,Fulham,MID,1084,3,1,17,3,0,0,0.0,2,0,0.0,12.0,3,200.0,3.57,1.7,5.27,16.21,246.4,283.9,292.0,82.3,49.0,2023-24
267,Andreas Hoelgebaum Pereira,Fulham,MID,1219,1,6,20,6,0,0,0.0,2,0,0.0,16.0,3,227.0,1.1,2.05,3.15,19.26,232.0,513.2,123.0,86.8,63.0,2023-24
268,Tom Cairney,Fulham,MID,644,1,4,11,2,0,0,0.0,0,0,0.0,7.0,0,178.0,0.56,1.38,1.94,12.99,149.2,142.3,88.0,38.1,40.0,2023-24
269,Ivan Neves Abreu Cavaleiro,Fulham,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
270,Bobby De Cordova-Reid,Fulham,MID,686,3,1,19,1,0,0,0.0,2,0,0.0,8.0,2,121.0,2.76,0.35,3.11,14.94,145.4,91.9,168.0,40.0,41.0,2023-24
271,Issa Diop,Fulham,DEF,790,0,0,16,3,0,0,0.0,2,0,0.0,9.0,2,144.0,0.15,0.28,0.43,19.87,172.4,16.9,25.0,21.5,24.0,2023-24
272,Tyrese Francois,Fulham,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
273,Anthony Knockaert,Fulham,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
274,Terence Kongolo,Fulham,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
275,Bernd Leno,Fulham,GKP,1620,0,0,31,5,73,0,0.0,0,0,1.0,18.0,10,402.0,0.0,0.0,0.0,32.21,585.8,0.1,0.0,58.5,70.0,2023-24
276,Saša Lukić,Fulham,MID,377,0,0,8,1,0,0,0.0,1,0,0.0,4.0,0,47.0,0.66,0.31,0.97,12.53,46.2,49.5,30.0,12.3,14.0,2023-24
277,Kevin Mbabu,Fulham,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
278,Aleksandar Mitrović,Fulham,FWD,32,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,6.0,0.16,0.02,0.18,0.6,6.4,0.3,26.0,3.3,1.0,2023-24
279,Rodrigo Muniz Carvalho,Fulham,FWD,224,0,0,5,1,0,0,0.0,1,0,0.0,2.0,0,9.0,0.58,0.12,0.7,5.31,11.2,54.8,78.0,13.9,8.0,2023-24
280,João Palhinha Gonçalves,Fulham,MID,1227,2,1,21,4,0,0,0.0,8,0,0.0,14.0,6,172.0,1.0,0.46,1.46,21.82,315.8,86.6,134.0,53.6,44.0,2023-24
281,Tim Ream,Fulham,DEF,1143,1,0,24,3,0,0,0.0,2,1,0.0,13.0,4,198.0,0.96,0.14,1.1,25.56,231.4,15.9,45.0,29.2,34.0,2023-24
282,Harrison Reed,Fulham,MID,786,0,1,18,3,0,0,0.0,2,0,0.0,9.0,0,129.0,0.07,0.83,0.9,18.14,119.6,137.7,16.0,27.3,28.0,2023-24
283,Antonee Robinson,Fulham,DEF,1486,0,3,31,4,0,0,0.0,4,0,2.0,17.0,3,307.0,0.34,1.65,1.99,30.44,364.8,218.5,75.0,66.0,42.0,2023-24
284,Marek Rodák,Fulham,GKP,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2023-24
285,Kenny Tete,Fulham,DEF,530,1,0,12,2,0,0,0.0,2,0,0.0,6.0,0,99.0,0.74,0.27,1.01,15.48,131.2,62.4,46.0,24.0,19.0,2023-24
286,Tosin Adarabioyo,Fulham,DEF,362,1,0,5,2,0,0,0.0,0,0,0.0,4.0,2,96.0,0.03,0.08,0.11,6.75,135.0,14.1,27.0,17.6,24.0,2023-24
287,Carlos Vinícius Alves Morais,Fulham,FWD,298,2,0,4,0,0,0,0.0,2,0,0.0,2.0,2,74.0,1.59,0.1,1.69,4.44,83.6,60.8,139.0,28.1,21.0,2023-24
288,Harry Wilson,Fulham,MID,1007,2,4,18,3,0,0,0.0,2,0,0.0,10.0,0,176.0,1.71,1.66,3.37,23.13,207.4,192.9,191.0,59.0,50.0,2023-24
558,Raúl Jiménez,Fulham,FWD,1014,4,0,25,4,0,0,0.0,2,1,0.0,14.0,8,154.0,3.48,0.67,4.15,28.34,205.0,129.5,281.0,60.7,45.0,2023-24
591,Willian Borges da Silva,Fulham,MID,1000,4,2,15,4,0,0,0.0,1,0,0.0,12.0,6,214.0,3.52,1.46,4.98,15.87,252.4,298.4,242.0,79.1,60.0,2023-24
610,Calvin Bassey,Fulham,DEF,935,0,0,18,2,0,0,0.0,1,1,0.0,10.0,0,159.0,0.05,0.06,0.11,18.41,167.6,9.7,13.0,19.1,20.0,2023-24
625,Luc De Fougerolles,Fulham,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
651,Jay Stansfield,Fulham,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
652,Matthew Dibley-Dias,Fulham,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
662,Adama Traoré,Fulham,MID,40,0,0,3,0,0,0,0.0,0,0,0.0,0.0,0,9.0,0.12,0.03,0.15,3.36,9.6,5.0,21.0,3.5,4.0,2023-24
683,Luke Harris,Fulham,MID,74,0,0,5,0,0,0,0.0,0,0,0.0,0.0,0,2.0,0.28,0.01,0.29,2.26,3.2,0.7,17.0,2.1,2.0,2023-24
688,Timothy Castagne,Fulham,DEF,1172,0,0,18,4,0,0,0.0,1,0,0.0,13.0,3,226.0,0.37,0.87,1.24,16.75,203.6,162.6,89.0,45.5,40.0,2023-24
692,Steven Benda,Fulham,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
707,Fodé Ballo-Touré,Fulham,DEF,41,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.49,10.0,1.2,2.0,1.4,2.0,2023-24
732,Devan Tanton,Fulham,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
289,Adrián San Miguel del Castillo,Liverpool,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
290,Trent Alexander-Arnold,Liverpool,DEF,1318,2,4,13,6,0,0,0.0,3,0,0.0,15.0,15,393.0,1.41,3.47,4.88,16.04,377.2,662.1,133.0,117.3,89.0,2023-24
291,Alisson Ramses Becker,Liverpool,GKP,1440,0,0,13,5,50,0,0.0,1,0,0.0,16.0,9,346.0,0.0,0.0,0.0,18.85,405.0,10.1,0.0,41.4,70.0,2023-24
292,Stefan Bajcetic,Liverpool,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
293,Darwin Núñez Ribeiro,Liverpool,FWD,965,4,7,9,4,0,0,0.0,4,0,0.0,10.0,4,177.0,6.98,1.49,8.47,12.47,280.4,187.2,506.0,97.4,64.0,2023-24
294,Diogo Teixeira da Silva,Liverpool,MID,632,4,2,5,3,0,0,0.0,1,1,0.0,8.0,2,131.0,2.8,0.6,3.4,7.15,186.6,154.6,315.0,65.5,44.0,2023-24
295,Harvey Elliott,Liverpool,MID,332,1,2,2,0,0,0,0.0,1,0,0.0,1.0,0,104.0,0.46,1.32,1.78,4.69,99.0,109.9,72.0,27.9,25.0,2023-24
296,Fabio Henrique Tavares,Liverpool,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
297,Cody Gakpo,Liverpool,FWD,713,2,0,9,2,0,0,0.0,0,0,0.0,8.0,3,98.0,3.01,0.45,3.46,9.71,125.8,105.8,203.0,42.9,32.0,2023-24
298,Joe Gomez,Liverpool,DEF,743,0,0,5,3,0,0,0.0,2,0,0.0,6.0,1,153.0,0.68,0.27,0.95,9.74,148.4,146.9,77.0,37.2,32.0,2023-24
299,Jordan Henderson,Liverpool,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
300,Curtis Jones,Liverpool,MID,458,0,1,6,1,0,0,0.0,1,1,0.0,6.0,0,56.0,0.3,0.28,0.58,8.71,65.6,49.1,42.0,15.2,14.0,2023-24
301,Caoimhin Kelleher,Liverpool,GKP,180,0,0,3,1,3,0,0.0,0,0,0.0,2.0,0,41.0,0.0,0.0,0.0,1.88,32.6,0.0,0.0,3.2,7.0,2023-24
302,Ibrahima Konaté,Liverpool,DEF,791,0,0,8,4,0,0,0.0,2,0,0.0,8.0,0,182.0,0.37,0.16,0.53,9.37,196.6,67.0,60.0,32.3,35.0,2023-24
303,Luis Díaz,Liverpool,MID,1064,3,1,12,4,0,0,0.0,1,0,0.0,13.0,1,130.0,3.66,1.5,5.16,14.11,175.8,263.6,339.0,77.7,51.0,2023-24
304,Alexis Mac Allister,Liverpool,MID,1086,1,1,12,3,0,0,0.0,5,1,0.0,14.0,3,164.0,0.2,1.1,1.3,15.36,197.0,164.6,31.0,39.2,31.0,2023-24
305,Joel Matip,Liverpool,DEF,779,0,0,9,2,0,0,0.0,2,0,1.0,9.0,0,145.0,0.48,0.11,0.59,11.21,192.8,33.3,35.0,26.1,21.0,2023-24
306,Nathaniel Phillips,Liverpool,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
307,Andrew Robertson,Liverpool,DEF,720,1,0,9,1,0,0,0.0,1,0,0.0,8.0,3,167.0,0.47,0.99,1.46,11.37,196.2,284.3,46.0,52.7,26.0,2023-24
308,Mohamed Salah,Liverpool,MID,1560,12,7,15,6,0,0,1.0,2,0,0.0,18.0,18,410.0,10.84,4.48,15.32,19.37,666.6,564.2,771.0,200.4,137.0,2023-24
309,Dominik Szoboszlai,Liverpool,MID,1505,2,4,14,7,0,0,0.0,1,0,0.0,18.0,6,315.0,1.62,3.33,4.95,18.72,306.2,481.0,196.0,98.3,70.0,2023-24
310,Thiago Alcántara do Nascimento,Liverpool,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
311,Konstantinos Tsimikas,Liverpool,DEF,662,0,3,7,4,0,0,0.0,0,0,0.0,8.0,4,191.0,0.04,1.18,1.22,8.29,154.8,248.4,26.0,43.0,45.0,2023-24
312,Sepp van den Berg,Liverpool,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
313,Virgil van Dijk,Liverpool,DEF,1377,1,2,15,5,0,0,0.0,1,1,0.0,16.0,7,317.0,1.5,0.55,2.05,20.91,459.6,96.7,206.0,76.4,63.0,2023-24
626,Jarell Quansah,Liverpool,DEF,171,0,0,1,0,0,0,0.0,0,0,0.0,2.0,0,36.0,0.0,0.02,0.02,1.53,35.0,3.8,0.0,3.9,6.0,2023-24
627,Bobby Clark,Liverpool,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
628,Ben Doak,Liverpool,MID,13,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.14,0.2,0.8,0.0,0.1,1.0,2023-24
629,James McConnell,Liverpool,MID,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.1,1.0,2023-24
668,Wataru Endo,Liverpool,MID,533,1,0,3,3,0,0,0.0,4,0,0.0,6.0,0,85.0,0.19,0.3,0.49,7.79,97.2,40.4,16.0,15.2,21.0,2023-24
708,Ryan Gravenberch,Liverpool,MID,530,0,0,6,2,0,0,0.0,0,0,0.0,6.0,0,68.0,1.36,0.51,1.87,6.19,72.2,99.0,101.0,27.1,19.0,2023-24
726,Luke Chambers,Liverpool,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
728,Callum Scanlon,Liverpool,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
743,Treymaurice Nyoni,Liverpool,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
756,Marcelo de Araújo Pitaluga Filho,Liverpool,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
757,Conor Bradley,Liverpool,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
21,Albert Sambi Lokonga,Luton,MID,227,0,0,2,1,0,0,0.0,0,0,0.0,3.0,0,23.0,0.06,0.04,0.1,2.42,16.8,17.5,11.0,4.5,7.0,2023-24
52,Marvelous Nakamba,Luton,MID,1131,0,0,24,0,0,0,0.0,5,0,0.0,13.0,0,131.0,0.18,0.49,0.67,26.26,146.4,102.8,14.0,26.5,21.0,2023-24
314,Elijah Adebayo,Luton,FWD,652,4,0,15,1,0,0,0.0,1,0,0.0,7.0,3,128.0,2.3,0.26,2.56,14.62,165.6,105.7,211.0,48.3,42.0,2023-24
315,Mads Juel Andersen,Luton,DEF,385,1,0,6,0,0,0,0.0,1,0,0.0,4.0,1,72.0,0.26,0.0,0.26,7.51,122.4,1.8,27.0,15.2,14.0,2023-24
316,Amari'i Bell,Luton,DEF,995,0,0,22,1,0,0,0.0,0,0,0.0,12.0,1,143.0,0.38,0.29,0.67,22.18,199.6,82.0,42.0,32.3,20.0,2023-24
317,Luke Berry,Luton,MID,26,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,6.0,0.0,0.0,0.0,1.22,0.0,0.0,2.0,0.2,2.0,2023-24
318,Reece Burke,Luton,DEF,595,0,1,12,0,0,0,0.0,1,0,0.0,7.0,0,79.0,0.37,0.19,0.56,12.33,131.2,73.8,51.0,25.6,13.0,2023-24
319,Allan Campbell,Luton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
320,Jordan Clark,Luton,MID,79,0,0,3,0,0,0,0.0,1,0,0.0,0.0,0,12.0,0.0,0.07,0.07,3.54,16.8,11.8,2.0,3.1,4.0,2023-24
321,Alfie Doughty,Luton,DEF,1147,0,3,23,1,0,0,0.0,2,0,0.0,13.0,8,207.0,0.32,2.13,2.45,26.58,238.8,457.4,79.0,77.5,42.0,2023-24
322,Luke Freeman,Luton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
323,Matt Macey,Luton,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
324,John McAtee,Luton,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
325,Carlos Mendes Gomes,Luton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
326,Carlton Morris,Luton,FWD,1200,3,2,24,2,0,0,0.0,1,0,0.0,14.0,7,145.0,3.97,0.63,4.6,27.77,185.0,121.0,310.0,61.4,55.0,2023-24
327,Admiral Muskwe,Luton,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
328,Chiedozie Ogbene,Luton,FWD,945,1,1,18,1,0,0,0.0,0,0,0.0,10.0,2,152.0,0.9,1.79,2.69,23.24,154.8,160.4,143.0,45.9,34.0,2023-24
329,Fred Onyedinma,Luton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
330,Gabriel Osho,Luton,DEF,596,1,0,12,1,0,0,0.0,1,0,0.0,7.0,0,101.0,0.16,0.01,0.17,16.4,189.8,3.1,23.0,21.6,18.0,2023-24
331,Aribim Pepple,Luton,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
332,Dion Pereira,Luton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
333,Dan Potts,Luton,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
334,Glen Rea,Luton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
335,James Shea,Luton,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
336,Joe Taylor,Luton,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
337,Elliot Thorpe,Luton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
338,Jack Walton,Luton,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
339,Louie Watson,Luton,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
340,Cauley Woodrow,Luton,FWD,74,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0,29.0,0.61,0.44,1.05,1.6,26.0,49.3,32.0,10.6,7.0,2023-24
393,Teden Mengi,Luton,DEF,950,1,0,18,1,0,0,0.0,1,0,0.0,10.0,1,136.0,0.23,0.05,0.28,21.35,222.4,6.3,54.0,28.4,25.0,2023-24
553,Ryan Giles,Luton,DEF,427,0,0,12,0,0,0,0.0,0,0,0.0,4.0,0,66.0,0.12,0.53,0.65,11.58,69.0,96.8,36.0,20.3,10.0,2023-24
575,Tom Lockyer,Luton,DEF,1169,1,1,23,0,0,0,0.0,4,0,1.0,14.0,1,162.0,0.99,0.29,1.28,27.64,286.2,39.2,80.0,40.6,23.0,2023-24
582,Pelly Ruddock Mpanzu,Luton,MID,718,0,0,14,1,0,0,0.0,0,0,0.0,8.0,0,68.0,0.46,1.36,1.82,17.74,70.8,68.6,41.0,18.0,23.0,2023-24
586,Tahith Chong,Luton,MID,679,1,0,17,0,0,0,0.0,3,0,0.0,6.0,0,60.0,0.9,0.25,1.15,18.09,93.4,54.3,101.0,24.5,22.0,2023-24
602,Issa Kaboré,Luton,DEF,1002,0,2,21,0,0,0,0.0,4,0,0.0,12.0,3,135.0,0.22,1.2,1.42,23.5,178.8,157.5,50.0,38.5,25.0,2023-24
614,Thomas Kaminski,Luton,GKP,1530,0,0,32,1,64,0,0.0,3,0,0.0,17.0,1,277.0,0.0,0.02,0.02,36.14,502.2,0.0,0.0,50.2,40.0,2023-24
630,Ross Barkley,Luton,MID,893,1,2,20,1,0,0,0.0,3,0,0.0,10.0,0,142.0,1.06,0.85,1.91,21.4,176.0,170.9,103.0,44.8,31.0,2023-24
631,Jacob Brown,Luton,FWD,867,2,1,22,1,0,0,0.0,3,0,0.0,10.0,3,105.0,2.58,0.41,2.99,24.62,142.0,111.1,222.0,46.7,36.0,2023-24
648,Aidan Francis-Clarke,Luton,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
665,Tim Krul,Luton,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
682,Joseph Johnson,Luton,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-24
727,Andros Townsend,Luton,MID,473,1,3,9,3,0,0,0.0,0,0,0.0,6.0,3,117.0,0.99,0.69,1.68,9.79,115.6,103.8,71.0,29.0,35.0,2023-24
